date,district,disease,cases,hospitalizations,tests_conducted,positive_rate,temperature,humidity,rainfall_mm,population,population_density
2026-02-13,Amritsar,Chikungunya,132,29,508,25.98,36.6,86.4,1.9,2490000,941.8
2026-02-14,Amritsar,Chikungunya,151,34,365,41.37,30.2,79.9,1.8,2490000,1199.1
2026-02-15,Amritsar,Chikungunya,146,30,697,20.95,34.8,83.5,5.4,2490000,1396.5
2026-02-16,Amritsar,Chikungunya,132,13,278,47.48,33.7,76.6,0.0,2490000,947.0
2026-02-17,Amritsar,Chikungunya,123,15,496,24.8,31.4,84.4,3.4,2490000,1004.3
2026-02-18,Amritsar,Chikungunya,98,11,257,38.13,37.0,77.9,1.9,2490000,1879.0
2026-02-19,Amritsar,Chikungunya,105,16,413,25.42,37.0,66.6,2.0,2490000,1584.4
2026-02-20,Amritsar,Chikungunya,106,25,507,20.91,35.9,71.0,5.7,2490000,1005.3
2026-02-21,Amritsar,Chikungunya,87,20,380,22.89,31.8,79.7,8.2,2490000,2025.1
2026-02-22,Amritsar,Chikungunya,64,15,200,32.0,31.3,84.3,0.9,2490000,3032.6
2026-02-23,Amritsar,Chikungunya,71,10,325,21.85,33.4,77.6,0.0,2490000,1436.4
2026-02-24,Amritsar,Chikungunya,54,5,122,44.26,34.6,83.8,8.0,2490000,1114.4
2026-02-25,Amritsar,Chikungunya,59,11,206,28.64,37.5,79.2,3.1,2490000,841.3
2026-02-26,Amritsar,Chikungunya,42,10,86,48.84,36.1,75.9,1.3,2490000,851.6
2026-02-27,Amritsar,Chikungunya,33,4,123,26.83,35.0,78.0,1.2,2490000,1590.2
2026-02-28,Amritsar,Chikungunya,40,7,172,23.26,36.9,78.1,3.0,2490000,1734.7
2026-03-01,Amritsar,Chikungunya,17,1,43,39.53,35.6,67.3,5.1,2490000,1613.4
2026-03-02,Amritsar,Chikungunya,25,3,113,22.12,31.9,87.7,6.7,2490000,1322.9
2026-03-03,Amritsar,Chikungunya,22,3,93,23.66,33.5,85.9,4.1,2490000,909.9
2026-03-04,Amritsar,Chikungunya,22,4,55,40.0,34.0,80.7,2.3,2490000,1591.8
2026-03-05,Amritsar,Chikungunya,17,3,43,39.53,36.5,88.6,3.1,2490000,972.1
2026-03-06,Amritsar,Chikungunya,23,2,83,27.71,33.6,73.3,1.6,2490000,857.3
2026-03-07,Amritsar,Chikungunya,25,6,101,24.75,31.2,70.8,5.7,2490000,899.2
2026-03-08,Amritsar,Chikungunya,16,3,46,34.78,35.9,84.5,1.2,2490000,1221.7
2026-03-09,Amritsar,Chikungunya,21,3,59,35.59,35.2,77.1,0.7,2490000,1647.2
2026-03-10,Amritsar,Chikungunya,24,4,73,32.88,32.6,79.1,0.9,2490000,1091.0
2026-03-11,Amritsar,Chikungunya,17,2,35,48.57,35.4,85.5,5.4,2490000,1453.9
2026-03-12,Amritsar,Chikungunya,23,3,50,46.0,31.0,67.6,1.3,2490000,1077.5
2026-03-13,Amritsar,Chikungunya,25,4,88,28.41,29.5,84.3,5.5,2490000,1131.8
2026-03-14,Amritsar,Chikungunya,19,3,87,21.84,30.7,84.7,4.2,2490000,1463.9
2026-03-15,Amritsar,Chikungunya,20,2,46,43.48,34.2,76.6,7.6,2490000,2480.9
2026-03-16,Amritsar,Chikungunya,18,2,83,21.69,32.3,80.8,0.0,2490000,2119.2
2026-03-17,Amritsar,Chikungunya,22,4,49,44.9,35.4,76.6,3.5,2490000,1821.1
2026-03-18,Amritsar,Chikungunya,22,4,72,30.56,32.3,76.7,3.6,2490000,1376.0
2026-03-19,Amritsar,Chikungunya,17,3,39,43.59,30.4,89.0,4.6,2490000,2612.5
2026-03-20,Amritsar,Chikungunya,24,4,111,21.62,33.5,76.7,6.2,2490000,1001.3
2026-03-21,Amritsar,Chikungunya,25,5,119,21.01,33.5,82.1,2.9,2490000,2921.3
2026-03-22,Amritsar,Chikungunya,18,2,44,40.91,33.7,77.6,2.0,2490000,1844.8
2026-03-23,Amritsar,Chikungunya,20,3,71,28.17,36.1,78.9,4.7,2490000,1253.3
2026-03-24,Amritsar,Chikungunya,17,2,79,21.52,31.7,79.4,5.7,2490000,875.9
2026-03-25,Amritsar,Chikungunya,17,3,77,22.08,32.2,70.4,6.2,2490000,1420.1
2026-03-26,Amritsar,Chikungunya,19,4,90,21.11,31.2,80.3,8.8,2490000,1711.0
2026-03-27,Amritsar,Chikungunya,22,4,92,23.91,31.5,75.1,4.6,2490000,1975.0
2026-03-28,Amritsar,Chikungunya,19,2,58,32.76,31.1,82.1,0.0,2490000,2033.6
2026-03-29,Amritsar,Chikungunya,18,3,84,21.43,30.4,76.2,9.2,2490000,1131.6
2026-03-30,Amritsar,Chikungunya,17,1,77,22.08,33.6,84.9,10.5,2490000,991.6
2026-03-31,Amritsar,Chikungunya,20,2,70,28.57,32.9,74.8,7.1,2490000,1059.3
2026-04-01,Amritsar,Chikungunya,17,2,43,39.53,32.0,73.6,11.4,2490000,1992.3
2026-04-02,Amritsar,Chikungunya,15,2,64,23.44,29.5,74.7,9.9,2490000,1045.2
2026-04-03,Amritsar,Chikungunya,15,2,36,41.67,33.2,87.4,0.0,2490000,2255.9
2026-04-04,Amritsar,Chikungunya,20,4,62,32.26,29.2,72.8,5.2,2490000,1378.1
2026-04-05,Amritsar,Chikungunya,15,1,46,32.61,28.6,75.2,4.3,2490000,2297.0
2026-04-06,Amritsar,Chikungunya,17,2,84,20.24,27.0,76.1,2.8,2490000,1634.5
2026-04-07,Amritsar,Chikungunya,16,3,68,23.53,32.1,79.6,4.8,2490000,853.7
2026-04-08,Amritsar,Chikungunya,20,3,95,21.05,31.0,79.0,8.0,2490000,952.2
2026-04-09,Amritsar,Chikungunya,20,2,48,41.67,30.9,81.8,5.4,2490000,948.6
2026-04-10,Amritsar,Chikungunya,22,3,44,50.0,30.6,79.2,1.1,2490000,945.4
2026-04-11,Amritsar,Chikungunya,19,4,39,48.72,30.2,73.3,15.1,2490000,995.4
2026-04-12,Amritsar,Chikungunya,22,2,46,47.83,28.2,76.2,5.4,2490000,1159.3
2026-04-13,Amritsar,Chikungunya,18,3,48,37.5,28.9,83.2,9.1,2490000,1158.8
2026-04-14,Amritsar,Chikungunya,18,2,87,20.69,32.0,80.1,6.0,2490000,1254.8
2026-04-15,Amritsar,Chikungunya,16,3,33,48.48,27.7,77.6,9.0,2490000,1243.4
2026-04-16,Amritsar,Chikungunya,15,2,44,34.09,31.6,71.5,10.9,2490000,1436.2
2026-04-17,Amritsar,Chikungunya,13,3,45,28.89,29.3,74.4,1.6,2490000,1246.6
2026-04-18,Amritsar,Chikungunya,18,2,46,39.13,28.4,69.1,4.7,2490000,2368.0
2026-04-19,Amritsar,Chikungunya,16,3,42,38.1,30.2,79.1,6.7,2490000,903.5
2026-04-20,Amritsar,Chikungunya,17,4,47,36.17,27.7,80.1,7.5,2490000,1963.3
2026-04-21,Amritsar,Chikungunya,16,1,51,31.37,28.4,70.8,4.8,2490000,2804.5
2026-04-22,Amritsar,Chikungunya,16,3,42,38.1,27.1,77.2,7.3,2490000,2598.7
2026-04-23,Amritsar,Chikungunya,21,3,70,30.0,26.3,82.0,3.9,2490000,1017.6
2026-04-24,Amritsar,Chikungunya,17,2,81,20.99,26.6,74.2,7.9,2490000,1138.4
2026-04-25,Amritsar,Chikungunya,16,2,54,29.63,27.0,72.2,1.3,2490000,857.5
2026-04-26,Amritsar,Chikungunya,13,1,41,31.71,30.1,72.0,4.7,2490000,1562.3
2026-04-27,Amritsar,Chikungunya,17,1,58,29.31,26.8,79.7,5.9,2490000,994.8
2026-04-28,Amritsar,Chikungunya,15,2,44,34.09,27.6,67.8,6.3,2490000,1176.7
2026-04-29,Amritsar,Chikungunya,14,2,53,26.42,25.6,68.6,0.0,2490000,1216.6
2026-04-30,Amritsar,Chikungunya,15,3,41,36.59,24.0,77.8,5.7,2490000,1468.5
2026-05-01,Amritsar,Chikungunya,16,3,34,47.06,33.0,71.6,3.6,2490000,1360.5
2026-05-02,Amritsar,Chikungunya,17,2,43,39.53,25.9,78.4,5.4,2490000,867.3
2026-05-03,Amritsar,Chikungunya,13,3,46,28.26,28.5,72.3,0.7,2490000,2244.2
2026-05-04,Amritsar,Chikungunya,15,2,65,23.08,25.8,63.9,4.4,2490000,1575.1
2026-05-05,Amritsar,Chikungunya,19,3,85,22.35,24.1,72.1,5.2,2490000,870.9
2026-05-06,Amritsar,Chikungunya,14,3,60,23.33,24.9,69.8,7.1,2490000,1137.8
2025-11-08,Amritsar,Dengue,7,1,19,36.84,25.9,50.4,0.3,2490000,926.1
2025-11-09,Amritsar,Dengue,8,0,34,23.53,29.6,57.9,0.0,2490000,1745.8
2025-11-10,Amritsar,Dengue,10,1,42,23.81,24.8,55.0,0.0,2490000,849.9
2025-11-11,Amritsar,Dengue,9,1,26,34.62,28.7,55.2,4.1,2490000,1408.0
2025-11-12,Amritsar,Dengue,14,3,45,31.11,23.0,59.5,0.0,2490000,1639.3
2025-11-13,Amritsar,Dengue,11,1,51,21.57,25.3,52.5,0.0,2490000,2310.8
2025-11-14,Amritsar,Dengue,12,1,55,21.82,24.4,61.4,0.0,2490000,1270.1
2025-11-15,Amritsar,Dengue,13,3,47,27.66,26.8,53.6,0.0,2490000,2645.1
2025-11-16,Amritsar,Dengue,13,1,63,20.63,28.6,61.5,0.0,2490000,971.3
2025-11-17,Amritsar,Dengue,10,1,27,37.04,23.7,57.4,0.6,2490000,1050.4
2025-11-18,Amritsar,Dengue,10,2,27,37.04,21.7,50.7,0.0,2490000,3067.0
2025-11-19,Amritsar,Dengue,11,1,42,26.19,25.0,54.9,0.0,2490000,1477.0
2025-11-20,Amritsar,Dengue,15,2,34,44.12,28.2,51.2,0.0,2490000,1204.3
2025-11-21,Amritsar,Dengue,12,1,39,30.77,24.6,55.4,0.3,2490000,2301.3
2025-11-22,Amritsar,Dengue,14,2,55,25.45,28.0,49.9,0.0,2490000,3000.9
2025-11-23,Amritsar,Dengue,11,2,29,37.93,28.0,52.2,0.0,2490000,1787.3
2025-11-24,Amritsar,Dengue,11,1,50,22.0,25.4,63.3,0.0,2490000,1288.6
2025-11-25,Amritsar,Dengue,13,2,37,35.14,28.5,52.3,0.0,2490000,1806.1
2025-11-26,Amritsar,Dengue,10,2,35,28.57,27.2,50.7,0.0,2490000,991.4
2025-11-27,Amritsar,Dengue,14,3,29,48.28,28.8,62.0,0.0,2490000,1589.1
2025-11-28,Amritsar,Dengue,10,1,42,23.81,27.6,57.6,0.0,2490000,962.2
2025-11-29,Amritsar,Dengue,14,2,49,28.57,26.3,62.3,0.0,2490000,1193.0
2025-11-30,Amritsar,Dengue,12,1,39,30.77,26.3,75.3,0.0,2490000,1573.2
2025-12-01,Amritsar,Dengue,14,2,36,38.89,25.0,58.4,0.0,2490000,2358.9
2025-12-02,Amritsar,Dengue,11,1,40,27.5,27.0,68.4,0.0,2490000,1270.6
2025-12-03,Amritsar,Dengue,12,1,53,22.64,29.8,61.5,0.0,2490000,938.0
2025-12-04,Amritsar,Dengue,13,2,55,23.64,31.6,58.9,0.0,2490000,857.9
2025-12-05,Amritsar,Dengue,14,3,36,38.89,30.6,61.2,0.0,2490000,901.0
2025-12-06,Amritsar,Dengue,13,1,64,20.31,33.6,57.0,0.0,2490000,854.6
2025-12-07,Amritsar,Dengue,14,3,62,22.58,30.5,65.0,0.7,2490000,1065.9
2025-12-08,Amritsar,Dengue,15,3,36,41.67,28.0,53.7,2.6,2490000,1246.7
2025-12-09,Amritsar,Dengue,12,1,55,21.82,30.1,60.1,0.0,2490000,961.8
2025-12-10,Amritsar,Dengue,12,2,42,28.57,28.4,63.3,0.0,2490000,919.6
2025-12-11,Amritsar,Dengue,13,1,56,23.21,30.2,63.8,0.0,2490000,1922.0
2025-12-12,Amritsar,Dengue,16,2,42,38.1,28.3,65.5,0.0,2490000,1319.9
2025-12-13,Amritsar,Dengue,14,3,41,34.15,26.4,61.0,2.8,2490000,1043.3
2025-12-14,Amritsar,Dengue,16,3,52,30.77,31.5,62.6,0.0,2490000,1779.9
2025-12-15,Amritsar,Dengue,11,1,23,47.83,33.2,60.5,0.0,2490000,2023.3
2025-12-16,Amritsar,Dengue,13,2,42,30.95,31.9,64.6,0.2,2490000,1017.8
2025-12-17,Amritsar,Dengue,14,2,49,28.57,31.1,65.8,0.0,2490000,928.3
2025-12-18,Amritsar,Dengue,18,2,66,27.27,28.0,64.5,0.0,2490000,955.0
2025-12-19,Amritsar,Dengue,12,1,36,33.33,31.6,62.3,0.0,2490000,946.4
2025-12-20,Amritsar,Dengue,16,2,51,31.37,33.5,59.5,2.9,2490000,1926.8
2025-12-21,Amritsar,Dengue,16,2,66,24.24,31.7,68.2,2.7,2490000,1088.7
2025-12-22,Amritsar,Dengue,13,2,49,26.53,31.7,74.2,0.0,2490000,1400.8
2025-12-23,Amritsar,Dengue,13,2,37,35.14,32.2,65.8,0.0,2490000,2097.2
2025-12-24,Amritsar,Dengue,15,3,66,22.73,30.8,70.6,0.1,2490000,1171.5
2025-12-25,Amritsar,Dengue,17,1,66,25.76,33.5,64.1,0.0,2490000,2732.3
2025-12-26,Amritsar,Dengue,13,1,52,25.0,33.5,61.1,0.0,2490000,1536.7
2025-12-27,Amritsar,Dengue,12,1,42,28.57,31.9,61.0,0.0,2490000,905.5
2025-12-28,Amritsar,Dengue,13,1,55,23.64,32.9,61.5,0.0,2490000,1127.5
2025-12-29,Amritsar,Dengue,16,1,74,21.62,32.6,61.9,2.4,2490000,1213.2
2025-12-30,Amritsar,Dengue,14,2,34,41.18,33.8,70.0,0.0,2490000,932.6
2025-12-31,Amritsar,Dengue,12,2,25,48.0,34.4,70.2,0.0,2490000,1038.2
2026-01-01,Amritsar,Dengue,16,2,78,20.51,32.4,73.9,0.0,2490000,838.4
2026-01-02,Amritsar,Dengue,15,2,71,21.13,34.6,68.5,0.0,2490000,2111.3
2026-01-03,Amritsar,Dengue,18,2,45,40.0,36.1,79.2,0.0,2490000,1149.7
2026-01-04,Amritsar,Dengue,15,3,56,26.79,34.4,77.4,0.0,2490000,2307.6
2026-01-05,Amritsar,Dengue,16,3,36,44.44,35.8,68.6,0.0,2490000,2849.6
2026-01-06,Amritsar,Dengue,17,1,58,29.31,37.1,72.4,0.0,2490000,2982.5
2026-01-07,Amritsar,Dengue,13,2,28,46.43,33.0,66.7,0.0,2490000,2227.0
2026-01-08,Amritsar,Dengue,15,2,37,40.54,32.1,72.3,0.0,2490000,2391.5
2026-01-09,Amritsar,Dengue,13,2,44,29.55,35.3,71.1,0.0,2490000,967.3
2026-01-10,Amritsar,Dengue,17,3,71,23.94,30.7,65.1,0.8,2490000,1199.6
2026-01-11,Amritsar,Dengue,14,3,43,32.56,34.9,66.4,1.2,2490000,1400.1
2026-01-12,Amritsar,Dengue,40,7,160,25.0,36.6,70.2,0.6,2490000,854.2
2026-01-13,Amritsar,Dengue,43,9,212,20.28,36.5,82.0,2.6,2490000,1269.6
2026-01-14,Amritsar,Dengue,61,10,278,21.94,35.2,74.1,0.0,2490000,1709.2
2026-01-15,Amritsar,Dengue,77,18,300,25.67,35.6,78.9,0.0,2490000,1736.1
2026-01-16,Amritsar,Dengue,56,12,196,28.57,31.5,76.9,0.0,2490000,1085.6
2026-01-17,Amritsar,Dengue,94,22,245,38.37,31.4,69.3,1.2,2490000,2216.9
2026-01-18,Amritsar,Dengue,89,19,299,29.77,35.3,77.2,0.0,2490000,1094.4
2026-01-19,Amritsar,Dengue,116,15,376,30.85,32.5,65.6,4.7,2490000,1156.4
2026-01-20,Amritsar,Dengue,95,18,376,25.27,28.9,66.9,4.5,2490000,2607.8
2026-01-21,Amritsar,Dengue,150,27,684,21.93,35.5,74.4,6.5,2490000,875.2
2026-01-22,Amritsar,Dengue,114,13,506,22.53,34.1,67.5,0.0,2490000,2833.8
2026-01-23,Amritsar,Dengue,190,30,514,36.96,38.8,76.0,1.0,2490000,1034.9
2026-01-24,Amritsar,Dengue,178,40,373,47.72,35.5,70.5,0.1,2490000,886.7
2026-01-25,Amritsar,Dengue,151,26,363,41.6,35.4,70.5,3.5,2490000,1211.0
2026-01-26,Amritsar,Dengue,183,26,373,49.06,38.2,70.0,0.9,2490000,1206.0
2026-01-27,Amritsar,Dengue,123,30,355,34.65,31.4,68.6,0.8,2490000,1174.9
2026-01-28,Amritsar,Dengue,108,24,221,48.87,36.3,79.4,4.9,2490000,1415.9
2026-01-29,Amritsar,Dengue,120,13,424,28.3,33.8,68.9,6.4,2490000,1219.9
2026-01-30,Amritsar,Dengue,114,19,423,26.95,38.4,75.6,3.6,2490000,951.8
2026-01-31,Amritsar,Dengue,130,30,643,20.22,34.2,75.1,1.6,2490000,1483.9
2026-02-01,Amritsar,Dengue,79,16,271,29.15,31.5,68.3,5.3,2490000,2772.0
2026-02-02,Amritsar,Dengue,86,18,283,30.39,32.7,71.3,3.9,2490000,1084.8
2026-02-03,Amritsar,Dengue,38,7,88,43.18,37.7,79.4,0.0,2490000,1415.0
2026-02-04,Amritsar,Dengue,54,10,123,43.9,32.7,71.1,0.0,2490000,2468.0
2026-02-05,Amritsar,Dengue,42,6,209,20.1,33.2,82.9,0.0,2490000,903.7
2026-02-06,Amritsar,Dengue,38,4,179,21.23,35.2,74.2,0.0,2490000,849.4
2026-02-07,Amritsar,Dengue,17,3,80,21.25,32.5,83.9,5.6,2490000,910.1
2026-02-08,Amritsar,Dengue,15,2,33,45.45,36.0,84.8,4.5,2490000,1817.2
2026-02-09,Amritsar,Dengue,15,2,66,22.73,34.5,81.0,1.8,2490000,1155.9
2026-02-10,Amritsar,Dengue,11,1,49,22.45,34.3,85.8,2.2,2490000,1711.5
2026-02-11,Amritsar,Dengue,16,3,58,27.59,33.2,79.9,4.5,2490000,854.4
2026-02-12,Amritsar,Dengue,13,2,37,35.14,32.2,81.8,6.0,2490000,1596.4
2026-02-13,Amritsar,Dengue,15,3,67,22.39,33.7,77.6,1.7,2490000,1484.4
2026-02-14,Amritsar,Dengue,14,1,58,24.14,30.0,81.2,5.9,2490000,1986.2
2026-02-15,Amritsar,Dengue,20,4,52,38.46,33.3,72.5,0.0,2490000,3023.8
2026-02-16,Amritsar,Dengue,14,2,61,22.95,36.1,81.3,3.6,2490000,914.2
2026-02-17,Amritsar,Dengue,14,2,30,46.67,35.7,81.4,5.7,2490000,1379.3
2026-02-18,Amritsar,Dengue,17,2,70,24.29,35.4,76.7,1.4,2490000,1410.1
2026-02-19,Amritsar,Dengue,17,3,52,32.69,35.5,75.8,4.1,2490000,2069.8
2026-02-20,Amritsar,Dengue,12,2,29,41.38,32.0,84.8,0.0,2490000,3030.4
2026-02-21,Amritsar,Dengue,13,1,53,24.53,36.1,76.5,1.5,2490000,2615.0
2026-02-22,Amritsar,Dengue,16,2,76,21.05,32.2,74.6,8.6,2490000,860.6
2026-02-23,Amritsar,Dengue,16,2,57,28.07,37.1,76.3,5.1,2490000,1452.1
2026-02-24,Amritsar,Dengue,12,1,44,27.27,33.7,82.2,1.7,2490000,2272.2
2026-02-25,Amritsar,Dengue,14,1,38,36.84,35.7,78.3,8.2,2490000,966.6
2026-02-26,Amritsar,Dengue,16,2,62,25.81,33.3,86.5,3.6,2490000,1079.6
2026-02-27,Amritsar,Dengue,14,2,59,23.73,35.0,77.8,3.8,2490000,1673.3
2026-02-28,Amritsar,Dengue,15,1,41,36.59,35.1,85.7,3.8,2490000,941.2
2026-03-01,Amritsar,Dengue,19,3,83,22.89,34.4,77.2,9.2,2490000,2276.5
2026-03-02,Amritsar,Dengue,19,4,61,31.15,36.1,72.2,1.5,2490000,1476.8
2026-03-03,Amritsar,Dengue,16,2,69,23.19,34.3,77.3,2.1,2490000,1551.4
2026-03-04,Amritsar,Dengue,15,1,61,24.59,35.6,74.2,4.4,2490000,1311.2
2026-03-05,Amritsar,Dengue,7,1,33,21.21,35.5,89.0,0.0,2490000,2488.1
2026-03-06,Amritsar,Dengue,13,2,61,21.31,37.0,86.0,2.3,2490000,840.9
2026-03-07,Amritsar,Dengue,12,2,42,28.57,33.2,78.5,2.2,2490000,1991.4
2026-03-08,Amritsar,Dengue,15,2,45,33.33,31.3,74.0,2.2,2490000,1009.3
2026-03-09,Amritsar,Dengue,16,1,76,21.05,37.2,83.8,9.8,2490000,2385.0
2026-03-10,Amritsar,Dengue,14,2,64,21.88,36.4,77.6,6.3,2490000,963.7
2026-03-11,Amritsar,Dengue,14,2,69,20.29,34.1,82.5,2.0,2490000,1038.1
2026-03-12,Amritsar,Dengue,13,2,64,20.31,32.5,76.6,1.5,2490000,1006.0
2026-03-13,Amritsar,Dengue,14,2,38,36.84,33.9,70.2,2.3,2490000,889.2
2026-03-14,Amritsar,Dengue,13,2,52,25.0,35.8,84.3,10.3,2490000,2799.9
2026-03-15,Amritsar,Dengue,16,2,43,37.21,35.7,77.5,6.5,2490000,832.4
2026-03-16,Amritsar,Dengue,11,1,51,21.57,32.3,75.8,4.6,2490000,2841.1
2026-03-17,Amritsar,Dengue,20,4,43,46.51,34.8,71.5,3.2,2490000,959.9
2026-03-18,Amritsar,Dengue,16,1,33,48.48,30.6,79.7,5.6,2490000,2242.4
2026-03-19,Amritsar,Dengue,16,3,38,42.11,30.4,81.7,7.2,2490000,893.3
2026-03-20,Amritsar,Dengue,10,2,22,45.45,34.0,81.2,0.0,2490000,1279.6
2026-03-21,Amritsar,Dengue,15,1,30,50.0,33.2,81.3,4.9,2490000,1342.5
2026-03-22,Amritsar,Dengue,12,2,59,20.34,29.2,79.9,5.5,2490000,1008.8
2026-03-23,Amritsar,Dengue,16,1,40,40.0,33.3,85.7,4.3,2490000,2676.6
2026-03-24,Amritsar,Dengue,16,3,65,24.62,33.3,69.2,2.0,2490000,1227.2
2026-03-25,Amritsar,Dengue,12,1,34,35.29,31.5,73.0,5.4,2490000,2121.0
2026-03-26,Amritsar,Dengue,15,1,31,48.39,34.1,71.1,1.3,2490000,3009.7
2026-03-27,Amritsar,Dengue,12,2,54,22.22,33.0,81.0,4.5,2490000,1326.3
2026-03-28,Amritsar,Dengue,13,2,46,28.26,33.0,81.5,7.2,2490000,830.2
2026-03-29,Amritsar,Dengue,17,4,78,21.79,30.7,83.9,7.9,2490000,1393.1
2026-03-30,Amritsar,Dengue,17,3,57,29.82,31.3,75.1,7.6,2490000,1721.7
2026-03-31,Amritsar,Dengue,12,1,45,26.67,31.3,69.6,3.6,2490000,2630.2
2026-04-01,Amritsar,Dengue,16,2,54,29.63,31.6,84.7,8.6,2490000,857.5
2026-04-02,Amritsar,Dengue,12,1,33,36.36,29.6,81.1,5.3,2490000,966.7
2026-04-03,Amritsar,Dengue,14,2,62,22.58,28.0,73.0,5.5,2490000,932.0
2026-04-04,Amritsar,Dengue,13,1,64,20.31,29.3,77.5,5.0,2490000,996.3
2026-04-05,Amritsar,Dengue,12,1,41,29.27,29.9,81.5,6.5,2490000,1138.6
2026-04-06,Amritsar,Dengue,15,3,30,50.0,30.1,82.0,2.9,2490000,916.3
2026-04-07,Amritsar,Dengue,11,2,44,25.0,24.9,77.1,3.3,2490000,2599.2
2026-04-08,Amritsar,Dengue,15,3,43,34.88,26.8,78.9,0.4,2490000,1868.9
2026-04-09,Amritsar,Dengue,15,3,71,21.13,31.1,75.8,9.1,2490000,1026.5
2026-04-10,Amritsar,Dengue,12,2,51,23.53,30.8,75.1,7.0,2490000,1262.7
2026-04-11,Amritsar,Dengue,12,2,58,20.69,30.6,77.6,4.1,2490000,2464.7
2026-04-12,Amritsar,Dengue,13,1,41,31.71,31.4,82.6,9.5,2490000,1325.9
2026-04-13,Amritsar,Dengue,13,1,55,23.64,29.0,71.8,4.8,2490000,2965.4
2026-04-14,Amritsar,Dengue,11,1,26,42.31,29.4,76.7,2.1,2490000,2932.9
2026-04-15,Amritsar,Dengue,13,2,52,25.0,29.4,81.5,7.0,2490000,983.7
2026-04-16,Amritsar,Dengue,15,3,32,46.88,28.3,71.7,4.6,2490000,2209.9
2026-04-17,Amritsar,Dengue,10,1,34,29.41,27.8,62.8,2.5,2490000,977.8
2026-04-18,Amritsar,Dengue,13,2,41,31.71,27.1,77.0,10.7,2490000,1148.4
2026-04-19,Amritsar,Dengue,13,1,37,35.14,25.6,66.8,1.5,2490000,857.8
2026-04-20,Amritsar,Dengue,13,2,49,26.53,30.0,81.2,4.2,2490000,1619.3
2026-04-21,Amritsar,Dengue,12,1,59,20.34,29.1,77.5,3.2,2490000,1221.4
2026-04-22,Amritsar,Dengue,10,1,48,20.83,25.3,70.0,7.3,2490000,1080.5
2026-04-23,Amritsar,Dengue,11,1,28,39.29,26.5,79.1,4.8,2490000,859.9
2026-04-24,Amritsar,Dengue,11,2,30,36.67,25.1,73.0,2.9,2490000,1634.5
2026-04-25,Amritsar,Dengue,12,1,27,44.44,24.9,78.8,3.2,2490000,2960.7
2026-04-26,Amritsar,Dengue,14,2,41,34.15,26.6,75.1,6.8,2490000,2225.1
2026-04-27,Amritsar,Dengue,9,0,31,29.03,28.4,80.8,1.0,2490000,1013.8
2026-04-28,Amritsar,Dengue,12,1,41,29.27,27.1,73.5,11.6,2490000,2183.1
2026-04-29,Amritsar,Dengue,9,2,28,32.14,23.9,67.3,9.8,2490000,841.6
2026-04-30,Amritsar,Dengue,13,2,48,27.08,26.8,80.7,2.3,2490000,838.6
2026-05-01,Amritsar,Dengue,14,1,46,30.43,28.6,74.5,2.9,2490000,1362.2
2026-05-02,Amritsar,Dengue,12,2,44,27.27,27.1,70.7,5.8,2490000,863.5
2026-05-03,Amritsar,Dengue,9,1,32,28.12,28.1,71.8,0.7,2490000,1234.1
2026-05-04,Amritsar,Dengue,13,2,51,25.49,22.1,71.3,5.0,2490000,1000.2
2026-05-05,Amritsar,Dengue,10,1,46,21.74,25.8,74.1,4.0,2490000,1492.3
2026-05-06,Amritsar,Dengue,10,1,21,47.62,25.6,74.0,5.9,2490000,1935.7
2025-11-08,Amritsar,Influenza,16,2,38,42.11,24.7,47.9,0.0,2490000,3035.4
2025-11-09,Amritsar,Influenza,22,4,64,34.38,24.2,52.7,0.0,2490000,2511.9
2025-11-10,Amritsar,Influenza,16,2,32,50.0,24.1,47.9,1.4,2490000,1282.4
2025-11-11,Amritsar,Influenza,26,4,124,20.97,26.4,51.5,0.0,2490000,949.5
2025-11-12,Amritsar,Influenza,14,2,49,28.57,23.4,47.6,0.0,2490000,2623.4
2025-11-13,Amritsar,Influenza,15,2,70,21.43,27.6,54.8,0.0,2490000,936.3
2025-11-14,Amritsar,Influenza,22,3,93,23.66,29.9,53.3,0.0,2490000,1939.0
2025-11-15,Amritsar,Influenza,24,3,73,32.88,28.2,50.8,0.0,2490000,1747.3
2025-11-16,Amritsar,Influenza,14,2,69,20.29,27.5,48.9,0.0,2490000,1499.6
2025-11-17,Amritsar,Influenza,14,1,49,28.57,29.9,60.7,0.0,2490000,1303.4
2025-11-18,Amritsar,Influenza,18,4,82,21.95,24.2,55.5,0.0,2490000,1905.0
2025-11-19,Amritsar,Influenza,20,4,71,28.17,24.7,50.4,0.0,2490000,896.6
2025-11-20,Amritsar,Influenza,21,3,52,40.38,27.9,51.6,0.0,2490000,1830.4
2025-11-21,Amritsar,Influenza,19,2,93,20.43,28.0,46.0,0.0,2490000,1904.5
2025-11-22,Amritsar,Influenza,16,2,54,29.63,26.0,60.4,0.0,2490000,1316.9
2025-11-23,Amritsar,Influenza,21,2,50,42.0,26.7,56.0,0.0,2490000,1047.7
2025-11-24,Amritsar,Influenza,17,2,58,29.31,23.7,48.6,0.0,2490000,1004.1
2025-11-25,Amritsar,Influenza,24,5,50,48.0,27.6,47.1,0.0,2490000,2326.2
2025-11-26,Amritsar,Influenza,23,4,94,24.47,27.2,49.4,0.0,2490000,1191.6
